10,11076206,-4.38,0.1,1,0,6,83,87,0,0.2,0,0.2,8.7,10
10,124324,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,11155593,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,10916399,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,6680367,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,528834,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,3540589,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,8051750,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,2099013,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,8618050,-16.67,0,0,0,0,0,0,0,0,0,0,0,0
10,834580,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,2706481,-5.61,0.4,5,0,25,39,71,0,0.8,0,0.9,4.1,10
10,136300,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,11089528,-3.97,0.3,0,0,29,82,77,0,0,0,1,8.6,10
10,10423163,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,6247631,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,3928141,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,10952019,-4.14,0.5,4,0,33,65,83,0.1,0.7,0,1.1,6.8,10
10,10522934,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,10877929,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,7711835,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,7422677,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,6047194,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,9932071,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,9693172,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,1293505,-4.81,0.3,3,0,17,70,44,0,0.5,0,0.6,7.4,6.4
10,175904,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,6258300,-2.32,1.2,4,0,170,57,64,0.1,0.7,0,5.9,6,9.3
10,5277628,-16.66,0.1,0,0,0,0,0,0,0,0,0,0,0
10,2377516,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,2455597,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,82620,-9.77,0.1,0,0,0,66,0,0,0,0,0,6.9,0
10,10701682,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,4091618,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
10,2910195,-16.68,0,0,0,0,0,0,0,0,0,0,0,0
