7,11076206,-3.29,0.1,1,0,6,83,87,0,0.2,0,0.2,8.7,10
7,124324,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,11155593,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,10916399,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,6680367,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,528834,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,3540589,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,8051750,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,2099013,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,8618050,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,834580,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,2706481,-4.35,0.6,5,0,25,39,71,0,0.8,0,0.9,4.1,10
7,136300,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,11089528,-2.95,0.4,0,0,29,82,77,0,0,0,1,8.6,10
7,10423163,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,6247631,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,3928141,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,10952019,-3.09,0.8,4,0,33,65,83,0.1,0.7,0,1.1,6.8,10
7,10522934,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,10877929,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,7711835,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,7422677,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,6047194,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,9932071,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,9693172,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,1293505,-5.49,0.1,1,0,8,35,55,0,0.2,0,0.3,3.7,7.7
7,175904,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,6258300,-1.98,1.1,0,0,141,62,70,0.1,0,0,4.9,6.5,9.8
7,5277628,-15.04,0.2,0,0,0,0,0,0,0,0,0,0,0
7,2377516,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,2455597,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,82620,-8.78,0.1,0,0,0,66,0,0,0,0,0,6.9,0
7,10701682,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,4091618,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,2910195,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,304393,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,10308180,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,10612953,-15.05,0,0,0,0,0,0,0,0,0,0,0,0
7,2262209,-3.39,0.5,0,0,13,75,93,0,0,0,0.5,7.9,10
7,10978616,-0.26,5.6,15,1,217,75,80,0.4,2.5,0.1,7.5,7.9,10
