1,30702,0,30702,0,0,0,3.1,0,3.1,0,0,0
2,16189,2,16189,1,47,1417,2,1.7,2,2,4.9,9.7
3,19770,5,19770,5,55,1298,1.9,2.6,1.9,3.3,5.8,9
4,23747,8,23747,11,59,1212,2.4,2.8,2.4,5.8,6.2,8.6
5,24022,11,24022,16,60,1123,1.8,3.3,1.8,5.7,6.3,8.8
6,22541,15,22541,22,62,1038,1.9,3.3,1.9,6.3,6.5,8.2
7,20944,18,20944,28,63,947,1.5,3.1,1.5,7.2,6.6,8.2
8,20095,20,20095,31,64,907,1.7,3.4,1.7,7.9,6.7,8.1
9,20356,21,20356,32,65,894,1.5,3.6,1.5,8.2,6.8,8
10,20410,22,20410,32,67,894,1.7,3.7,1.7,8.2,7,8
